word,cosine_distance
bisexual,0.9059240818023682
gay,0.8617631196975708
Methadone,0.8440035581588745
lesbian,0.8282780647277832
orientations,0.8278284072875977
Boycotting,0.8217670917510986
minorities,0.8199873566627502
hyenas,0.8196381330490112
intersex,0.8119943141937256
backgrounds,0.8028150796890259
Indigenous,0.7974271774291992
marginalized,0.794352650642395
poorer,0.7941409945487976
Buddhists,0.7935466766357422
lesbians,0.7931381464004517
disadvantaged,0.7853795886039734
poor,0.7818267941474915
preventing,0.7813425064086914
communitys,0.7813054323196411
Native,0.78040611743927
paramilitary,0.7788085341453552
ethnic,0.7764406204223633
remotely,0.7760071158409119
causing,0.7744401097297668
loiterers,0.7736310958862305
discriminating,0.7719347476959229
trained,0.7714589834213257
sterilized,0.7706076502799988
nationalities,0.7700374126434326
Rohingya,0.7692582607269287
uprooted,0.7687232494354248
blacklisted,0.7676560878753662
indigenous,0.7671613693237305
runaways,0.765640139579773
harmed,0.7652066946029663
Veiled,0.7640536427497864
perceive,0.7628287076950073
gays,0.7624134421348572
churches,0.7617047429084778
1799,0.7599169015884399
untold,0.7567078471183777
Latino,0.754899263381958
166,0.7542569637298584
overwhelmingly,0.7536112070083618
disabilities,0.7533448338508606
unlicensed,0.7508444786071777
outpatient,0.7504194974899292
jailing,0.7499959468841553
homeless,0.749396562576294
disability,0.7493422627449036
discriminate,0.7487328052520752
discourage,0.746931791305542
exposed,0.7465150952339172
monitored,0.7465095520019531
discriminated,0.7460681200027466
Punan,0.7460294365882874
customarily,0.7456831932067871
active,0.7451266050338745
conditioned,0.7422789335250854
rearranging,0.7411838173866272
dole,0.741070032119751
recruits,0.7391297817230225
unmarried,0.7391253113746643
Mexicans,0.7390625476837158
shortages,0.7389914393424988
assisting,0.7377873659133911
representations,0.7351851463317871
affected,0.7349309325218201
ordinary,0.7344905138015747
indiscriminately,0.7340385317802429
redefining,0.7336618900299072
pacifism,0.7331192493438721
antidiscrimination,0.7322131395339966
inculcating,0.7321716547012329
crammed,0.7320023775100708
optimum,0.7311345934867859
Muslim,0.731005847454071
uninsured,0.7307419180870056
connected,0.730354368686676
churn,0.730311393737793
noncombatant,0.7299675941467285
malnutrition,0.7295616865158081
mental,0.7280935645103455
FARCs,0.7277390956878662
protesting,0.7276464700698853
complemented,0.7263658046722412
encounters,0.7260080575942993
affecting,0.7259981632232666
aboriginal,0.7259774208068848
Coat,0.7257910966873169
wealthiest,0.7256746292114258
persecuting,0.7252526879310608
forcing,0.7250030040740967
exclusionary,0.7245661020278931
Repeatedly,0.7235482335090637
protections,0.7229251861572266
mosques,0.7220872640609741
insure,0.7217330932617188
consisting,0.7209887504577637
checks,0.7209860682487488
